atlas_id,roi_uid,roi_original_index,global_original_column,roi_name,roi_label,description,hemisphere,network,x,y,z,metadata_source,metadata_version,metadata_license,metadata_sha256
HO112,ho112:roi065,65,181,Frontal Orbital Cortex (L),330,cortical,L,,-29.701702877275395,23.810921902524967,-16.497944803288313,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi066,66,182,Frontal Orbital Cortex (R),331,cortical,R,,29.229065743944638,23.08235294117648,-16.251903114186852,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi067,67,183,"Parahippocampal Gyrus, anterior division (L)",340,cortical,L,,-21.89115646258503,-9.003401360544217,-30.408163265306122,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi068,68,184,"Parahippocampal Gyrus, anterior division (R)",341,cortical,R,,22.203030303030303,-7.906060606060606,-30.303030303030305,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi069,69,185,"Parahippocampal Gyrus, posterior division (L)",350,cortical,L,,-21.9025641025641,-32.36923076923077,-16.98461538461538,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi070,70,186,"Parahippocampal Gyrus, posterior division (R)",351,cortical,R,,23.018749999999997,-30.400000000000006,-17.018749999999997,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi071,71,187,Lingual Gyrus (L),360,cortical,L,,-12.511140235910872,-65.35124508519004,-5.44429882044561,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi072,72,188,Lingual Gyrus (R),361,cortical,R,,13.778160919540227,-63.17126436781609,-5.063218390804593,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi073,73,189,"Temporal Fusiform Cortex, anterior division (L)",370,cortical,L,,-31.75316455696202,-4.588607594936704,-42.20253164556962,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi074,74,190,"Temporal Fusiform Cortex, anterior division (R)",371,cortical,R,,31.142857142857146,-2.959183673469383,-42.4421768707483,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi075,75,191,"Temporal Fusiform Cortex, posterior division (L)",380,cortical,L,,-36.075601374570454,-29.50057273768614,-25.040091638029786,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi076,76,192,"Temporal Fusiform Cortex, posterior division (R)",381,cortical,R,,36.324549237170594,-24.36338418862691,-27.71705963938974,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi077,77,193,Temporal Occipital Fusiform Cortex (L),390,cortical,L,,-33.558641975308646,-53.68518518518519,-16.05246913580247,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi078,78,194,Temporal Occipital Fusiform Cortex (R),391,cortical,R,,35.05237515225335,-49.97076735688185,-16.723507917174175,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi079,79,195,Occipital Fusiform Gyrus (L),400,cortical,L,,-26.427645788336932,-76.66306695464363,-13.667386609071272,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi080,80,196,Occipital Fusiform Gyrus (R),401,cortical,R,,27.34772727272727,-75.24545454545455,-12.30227272727273,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi081,81,197,Frontal Operculum Cortex (L),410,cortical,L,,-39.61325966850828,18.447513812154682,4.541436464088392,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi082,82,198,Frontal Operculum Cortex (R),411,cortical,R,,41.21846153846154,18.596923076923076,4.719999999999999,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi083,83,199,Central Opercular Cortex (L),420,cortical,L,,-47.8780487804878,-8.331300813008127,11.754065040650403,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi084,84,200,Central Opercular Cortex (R),421,cortical,R,,49.328159645232816,-5.594235033259423,11.0820399113082,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi085,85,201,Parietal Operculum Cortex (L),430,cortical,L,,-48.44444444444446,-31.64583333333333,20.38541666666667,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi086,86,202,Parietal Operculum Cortex (R),431,cortical,R,,48.83241252302026,-27.436464088397784,21.41804788213628,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi087,87,203,Planum Polare (L),440,cortical,L,,-46.56666666666666,-5.916666666666671,-7.49444444444444,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi088,88,204,Planum Polare (R),441,cortical,R,,48.102827763496144,-3.542416452442154,-7.141388174807204,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi089,89,205,Heschls Gyrus (includes H1 and H2) (L),450,cortical,L,,-45.26875000000001,-20.21875,7.075000000000003,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi090,90,206,Heschls Gyrus (includes H1 and H2) (R),451,cortical,R,,46.014084507042256,-17.450704225352112,7.014084507042256,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi091,91,207,Planum Temporale (L),460,cortical,L,,-52.5140712945591,-29.786116322701687,10.919324577861161,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi092,92,208,Planum Temporale (R),461,cortical,R,,54.930787589498806,-25.169451073985684,12.10023866348449,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi093,93,209,Supracalcarine Cortex (L),470,cortical,L,,-9.75,-72.08333333333334,14.916666666666671,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi094,94,210,Supracalcarine Cortex (R),471,cortical,R,,8.907801418439718,-73.81560283687944,14.269503546099287,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi095,95,211,Occipital Pole (L),480,cortical,L,,-16.98674744414994,-96.52858765619084,6.861037485800836,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi096,96,212,Occipital Pole (R),481,cortical,R,,17.86327503974563,-95.1772655007949,8.442766295707472,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi097,97,213,Brain-Stem (L),1016,subcortical,L,,-7.244109330819981,-30.872761545711597,-34.087653157398684,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi098,98,214,Brain-Stem (R),1116,subcortical,R,,7.768166089965405,-30.97404844290658,-34.06574394463668,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi099,99,215,Thalamus (L),2010,subcortical,L,,-10.030194104960458,-19.081236520488858,6.369518332135158,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi100,100,216,Thalamus (R),2049,subcortical,R,,10.881303335919313,-18.36772692009309,6.538401861908454,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi101,101,217,Caudate (L),3011,subcortical,L,,-12.985915492957744,9.22887323943661,9.690140845070417,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi102,102,218,Caudate (R),3050,subcortical,R,,13.30873786407767,10.201941747572818,10.516504854368932,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi103,103,219,Putamen (L),4012,subcortical,L,,-25.08794788273616,0.31921824104233565,0.31921824104234986,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi104,104,220,Putamen (R),4051,subcortical,R,,25.5,1.9124999999999943,0.25499999999999545,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi105,105,221,Pallidum (L),5013,subcortical,L,,-18.961538461538467,-5.006410256410263,-1.2564102564102626,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi106,106,222,Pallidum (R),5052,subcortical,R,,19.88721804511279,-3.8120300751879768,-1.218045112781951,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi107,107,223,Hippocampus (L),6017,subcortical,L,,-25.074846625766867,-22.957055214723923,-14.13006134969325,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi108,108,224,Hippocampus (R),6053,subcortical,R,,26.30098452883263,-20.728551336146268,-14.531645569620252,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi109,109,225,Amygdala (L),7018,subcortical,L,,-22.943181818181813,-4.670454545454547,-18.06818181818182,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi110,110,226,Amygdala (R),7054,subcortical,R,,22.96952908587258,-3.8282548476454252,-18.066481994459835,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi111,111,227,Accumbens (L),8026,subcortical,L,,-9.444444444444443,11.68518518518519,-7.2962962962962905,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
HO112,ho112:roi112,112,228,Accumbens (R),8058,subcortical,R,,9.465116279069761,12.069767441860478,-6.627906976744185,ho112_verified_local/ho112_dpabi_labels.csv,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9b8780032f6fc5b40a784a7aff91988978409e0521c20f0dcc1161b1bbecd077
