atlas_id,roi_uid,roi_original_index,global_original_column,roi_name,roi_label,description,hemisphere,network,x,y,z,metadata_source,metadata_version,metadata_license,metadata_sha256
AAL116,aal116:roi091,91,91,Cerebelum_Crus1_L,91,,L,,-36.067015048144384,-66.71969806938597,-28.934388155029758,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi092,92,92,Cerebelum_Crus1_R,92,,R,,37.455869058381325,-67.13684160441548,-29.547461578721986,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi093,93,93,Cerebelum_Crus2_L,93,,L,,-28.635843848580443,-73.26031808622503,-38.203732912723446,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi094,94,94,Cerebelum_Crus2_R,94,,R,,32.057459795750674,-69.01590562272568,-39.94870289940134,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi095,95,95,Cerebelum_3_L,95,,L,,-8.800373134328353,-37.222947761194035,-18.581156716417908,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi096,96,96,Cerebelum_3_R,96,,R,,12.318749999999994,-34.465625,-19.39125,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi097,97,97,Cerebelum_4_5_L,97,,L,,-15.003984945760465,-43.48605268983839,-16.932920079698917,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi098,98,98,Cerebelum_4_5_R,98,,R,,17.198728374981513,-42.86086056483809,-18.150820641727044,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi099,99,99,Cerebelum_6_L,99,,L,,-23.237858396723226,-59.100716793446466,-22.130631948507897,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi100,100,100,Cerebelum_6_R,100,,R,,24.691407881910592,-58.31625121849325,-23.64510513856009,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi101,101,101,Cerebelum_7b_L,101,,L,,-32.357835740461304,-59.82021987497305,-45.449450312567365,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi102,102,102,Cerebelum_7b_R,102,,R,,33.13924349881796,-63.17801418439716,-48.45721040189125,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi103,103,103,Cerebelum_8_L,103,,L,,-25.751424784625584,-54.51908548707753,-47.68462557985421,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi104,104,104,Cerebelum_8_R,104,,R,,25.063995639138724,-56.3398201144726,-49.46802943581358,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi105,105,105,Cerebelum_9_L,105,,L,,-10.947429231658006,-48.95046216060081,-45.90294627383015,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi106,106,106,Cerebelum_9_R,106,,R,,9.460229031259672,-49.499535747446615,-46.32683379758589,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi107,107,107,Cerebelum_10_L,107,,L,,-22.614200171086395,-33.799828913601374,-41.76475620188195,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi108,108,108,Cerebelum_10_R,108,,R,,25.994531249999994,-33.838281249999994,-41.346875,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi109,109,109,Vermis_1_2,109,,M,,0.7574257425742559,-38.79207920792079,-20.04950495049505,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi110,110,110,Vermis_3,110,,M,,1.3803512623490661,-39.93084522502744,-11.397914379802415,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi111,111,111,Vermis_4_5,111,,M,,1.220698722764837,-52.361570247933884,-6.113824192336594,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi112,112,112,Vermis_6,112,,M,,1.1414073071718605,-67.0585250338295,-15.123139377537214,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi113,113,113,Vermis_7,113,,M,,1.1457800511508935,-71.93030690537084,-25.14066496163683,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi114,114,114,Vermis_8,114,,M,,1.1520618556700981,-64.42938144329898,-34.079896907216494,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi115,115,115,Vermis_9,115,,M,,0.8646671543526026,-54.87490855888808,-34.89612289685443,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
AAL116,aal116:roi116,116,116,Vermis_10,116,,M,,0.355835240274601,-45.79977116704805,-31.683066361556065,dpabi/aal_Labels.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,9cf75aa1026c0ad8ff7237e0bbc8c0ca4f7c4039a050dc8a21a7216d19033569
